OrderID,Date,Customer,Product,Category,Price,Quantity,SalesRep,Region
1317,02-03-2023,Customer 317,Tesla Model 3,Home,"$1,456",4,David Lee,West
1318,24-06-2023,Customer 318,Yoga Mat,Clothing,TBA,7,John Smith,West
1319,30-11-2023,Customer 319,Canon Eos R5,Technology,$542,5,TBA,South
1320,06-06-2023,Customer 320,Macbook Pro,Home,$148,10,Chris Wilson,North
1321,3-19-2023,Customer 321,Dell Xps 13,Sports,$951,5,Jessica Martinez,West
1322,3-21-2023,Customer 322,Fitness Tracker,Clothing,TBA,9,Sarah Johnson,Central
1323,10-02-2024,Customer 323,Sony Wh-1000Xm5,Clothing,$905,10,Sarah Johnson,Central
1324,TBA,Customer 324,Macbook Pro,Sports,"$1,271",5,Mike Davis,South
1325,07-07-2024,Customer 325,Macbook Pro,Technology,$358,3,Jessica Martinez,Central
1326,TBA,Customer 326,Canon Eos R5,Electronics,$68,10,Jessica Martinez,West
1327,01-04-2023,Customer 327,Canon Eos R5,Technology,"$1,258",9,Emfly Brown,Central
1328,5-17-2024,Customer 328,Sony Wh-1000Xm5,Home,$210,5,David Lee,Central
1329,11-23-2024,Customer 329,Adidas Ultraboost,Home,"$1,258",2,Lisa Garcia,South
1330,TBA,Customer 330,Canon Eos R5,Electronics,$575,5,Lisa Gazcia,West
1331,7-23-2024,Customer 331,Macbook Pro,Clothing,$501,10,Sarah Johnson,West
1332,01-06-2023,Customer 332,Nike Air Max,Sports,"$1,087",1,Emily Brown,South
1333,02-05-2023,Customer 333,Airpods Pro,Sports,$348,3,Mike Davis,East
1334,7-28-2023,Customer 334,Adidas Ultraboost,Technology,$693,1,John Smith,West
1335,16-08-2024,Customer 335,Xbox Series X,Technology,$853,TBA,Sarah Johnson,East
1336,4-29-2023,Customer 336,Blender Pro,Technology,TBA,5,Amanda Taylor,South
1337,18-02-2024,Customer 337,Iphone 15,Home,TBA,10,TBA,Central
1338,2-28-2023,Customer 338,Fitness Tracker,Technology,TBA,6,Chris Wilson,North
1339,29-07-2024,Customer 339,Dell Xps 13,Sposts,TBA,4,Sarah Johnson,West
1340,TBA,Customer 340,Macbook Pro,Clothing,$327,5,Jessica Martinez,Central
1341,TBA,Customer 341,Samsung Galaxy S24,Nome,$784,5,Amanda Taylor,Central
1342,17-08-2023,Customer 342,Nintendo Switch,Electronics,"$1,148",2,David Lee,East
1343,12-13-2023,Customer 343,Fitness Tracker,Sports,$641,5,Chris Wilson,West
1344,TBA,Customer 344,Tesla Model 3,Sports,$582,9,Jessica Martinez,North
1345,02-10-2024,Customer 345,Dell Xps 13,Clothing,TBA,4,Emily Brown,Central
1346,19-05-2024,Customer 346,Blender Pro,Clothing,TBA,4,TBA,West
1347,11-16-2024,Customer 347,Tesla Model 3,Sports,$569,10,Tbd,Central
1348,06-04-2023,Customer 348,Surface Pro,Clothing,"$1,100",7,Amanda Taylor,North
1349,11-30-2024,Customer 349,Yoga Mat,Electronics,"$13,32",7,David Lee,North
1350,6-29-2024,Customer 350,Blender Pro,Home,TBA,10,TBA,South
1351,9-14-2024,Customer 351,Airpods Pro,Technology,$971,8,Kevin Anderson,North
1351,19-10-2023,Customer 352,Playstation 5,Electronics,$692,9,TBA,East
1353,3-27-2024,Customer 353,Coffee Maker,Electronics,"$1,485",2,David Lee,North
1354,29-04-2024,Customer 354,Coffee Maker,Home,$179,9,Kevin Anderson,North
1355,12-24-2023,Customer 355,Adidas Ultraboost,Clothing,TBA,7,Amanda Taylor,North
1356,2-20-2023,Customer 356,Dell Xps 13,Clothing,"$1,211",6,Emily Brown,Central
1357,20-12-2024,Customer 357,Coffee Maker,Sports,"$1,982",9,TBA,North
1358,09-12-2023,Customer 358,Sony Wh-1000Xm5,Clothing,TBA,2,Chris Wilson,Central
1359,19-11-2024,Customer 359,Macbook Pro,Sports,$835,2,TBA,North
1360,5-19-2024,Customer 360,Yoga Mat,Homy,"$1,185",2,Chris Wilson,South
1361,2-15-2024,Customer 361,Blender Pro,Home,$95,1,Tbd,South
1362,26-07-2023,Customer 362,Tesla Model 3,Home,TBA,7,Emily Brown,Central
1363,29-09-2024,Customer 363,Iphone 15,Technology,TBA,7,TBA,South
1364,3-16-2024,Customer 364,Ipad Air,Technology,$690,5,Amanda Taylor,West
1365,20-11-2023,Customer 365,Airpods Pro,Technology,TBA,1,Tbd,West
1366,5-31-2023,Customer 366,Tesla Model 3,Electronics,"$1,097",7,Amanda Taylor,Central
1367,10-08-2023,Customer 367,Nike Air Max,Technology,$276,10,Chris Wilson,Central
1368,5-18-2024,Customer 368,Airpods Pro,Home,TBA,3,David Lee,East
1369,15-08-2024,Customer 369,Blender Pro,Electronics,$332,5,TBA,North
1369,TBA,Customer 370,Nike Air Max,Electronics,$193,4,Amanda Taylor,North
1371,TBA,Customer 371,Dell Xps 13,Technology,"$1,13,",2,David Lee,West
1372,TBA,Customer 372,Iphone 15,Clothing,"$5,49,",7,John Smith,West
1373,12-18-2024,Customer 373,Nike Air Max,Technology,"$1,482",1,Mike Davis,South
1374,07-08-2024,Customer 374,Tesla Model 3,Technology,TBA,1,Lisa Garcia,South
1375,6-19-2023,Customer 375,Macbook Pro,Clothing,"$1,695",2,Tbd,West
1375,3-19-2023,Customer 376,Airpods Pgo,Electronics,"$1,298",3,John Smith,West
1377,TBA,Customer 377,Fitness Tracker,Clothing,"$19,87",3,TBA,Central
1378,10-06-2023,Customer 378,Macbook Pro,Electronics,"$1,373",6,TBA,Central
1379,8-17-2023,Customer 379,Macbook Pro,Home,$76,10,Jessica Martinez,Central
1380,2-22-2023,Customer 380,Levi'S Jeans,Clothing,TBA,6,Mike Davis,East
1381,3-21-2023,Customer 381,Macbook Pro,Electronics,TBA,7,TBA,East
1382,06-07-2023,Customer 382,Coffee Maker,Clothing,TBA,6,Emily Brown,East
1383,03-11-2023,Customer 383,Samsung Galaxy S24,Clothing,"$8,36,",8,David Lee,East
1384,07-12-2023,Customer 384,Samsung Galaxy S24,Clothing,$486,2,Chris Wilson,East
1385,01-06-2023,Customer 385,Iphone 15,Electronics,"$1,180",1,TBA,West
1386,10-01-2023,Customer 386,Tesla Model 3,Trchnology,"$1,267",7,Sarah Johnson,South
1387,15-06-2024,Customer 387,Yoga Mat,Home,$727,10,Amanda Taylor,West
1388,TBA,Customer 388,Sony Wh-1000Xm5,Sports,TBA,7,Mmke Davis,South
1389,25-10-2024,Customer 389,Xbox Series X,Electronics,$944,1,Chris Wilson,South
1390,08-11-2024,Customer 390,Adidas Ultraboost,Technology,"$1,883",4,Lisa Garcia,West
1391,04-10-2023,Customer 391,Fitness Tracker,Sports,$657,1,Jessica Martinez,Central
1392,6-25-2023,Customer 392,Iphone 15,Clothing,$411,6,Emily Brown,West
1393,11-06-2023,Customer 393,Adidas Ultraboost,Sports,TBA,9,Chris Wilson,East
1394,12-04-2024,Customer 394,Levi'S Jeans,Clothing,TBA,7,TBA,Central
1395,19-09-2023,Customer 395,Yoga Mat,Home,"$1,683",2,Chris Wilson,East
1396,TBA,Customer 396,Tesla Model 3,Clothing,$690,1,John Smith,South
1397,12-28-2024,Customer 397,Yoga Mat,Home,$846,2,Mike Davis,North
1398,9-13-2023,Customer 398,Samsung Galaxyos24,Sports,TBA,6,Tbd,North
1399,04-11-2024,Customer 399,Yoga Mat,Technology,TBA,10,TBA,North
1400,25-09-2023,Customer 400,Canon Eos R5,Technology,$485,6,TBA,East
1401,25-04-2023,Customer 401,Coffee Maker,Clothing,TBA,4,Sarah Johnson,Central
1402,TBA,Customer 402,Dell Xps 13,Home,"$1,048",2,TBA,Central
1403,04-08-2024,Customer 403,Blender Pro,Electronics,"$1,583",4,Lisa Garcia,East
1404,10-02-2024,Customer 404,Sony Wh-1000Xm5,Home,TBA,4,Mike Davis,East
1405,01-11-2023,Customer 405,Airpods Pro,Clothing,$203,4,John Smith,South
1406,15-04-2024,Customer 406,Levi'S Jeans,Clothing,$392,9,John Smidh,South
1407,11-20-2024,Customer 407,Yoga Mat,Technology,"$1,435",7,TBA,North
1408,12-25-2024,Customer 408,Ipad Air,Home,$203,2,Mike Davis,North
1409,22-12-2023,Customer 409,Coffeermaker,Clothing,"$1,812",7,Emily Brown,East
1410,05-03-2023,Customer 410,Macbook Pro,Electronics,$407,10,TBA,Central
1410,3-14-2023,Customer 411,Levi'S Jeans,Sports,TBA,TBA,TBA,West
1412,10-24-2023,Customer 412,Playstation 5,Technology,$673,10,Tbd,North
1413,9-26-2024,Customer 413,Yoga Mat,Home,$962,2,Amanda Taylor,North
1414,21-10-2024,Customer 414,Iphone 15,Sports,$177,1,David Lee,North
1415,TBA,Customer 415,Fitness Tracker,Clothing,"$1,475",5,Kevin Anderson,South
1416,12-08-2023,Customer 416,Sony Wh-1000Xm5,Sports,"$1,159",8,David Lee,East
1417,20-08-2023,Customer 417,Blender Pro,Home,"$1,57,",4,TBA,North
1418,9-18-2024,Customer 418,Xbox Series X,Home,"$1,764",6,Lisa Xarcia,East
1419,7-22-2024,Customer 419,Macbook Pro,Sports,$306,6,TBA,South
1420,21-07-2024,Customer 420,Dell Xps 13,Technology,$957,6,Sarah Johnson,North
1421,11-03-2023,Customer 421,Idhone 15,Clothing,TBA,9,TBA,North
1422,5-13-2023,Customer 422,Fitness Tracker,Electronics,TBA,10,Uavid Lee,Central
1423,26-06-2023,Customer 423,Adidas Ultraboost,Electronics,TBA,6,Kevin Anderson,West
1424,02-06-2024,Customer 424,Surface Pro,Clothing,$81,7,TBA,East
1425,27-10-2023,Customer 425,Dell Xps 13,Electronics,TBA,4,TBA,North
1426,2-27-2024,Customer 426,Fitness Tracker,Clothing,TBA,2,Mike Davis,East
1427,7-15-2024,Customer 427,Tesla Model 3,Clothing,$385,4,Lisa Garcia,North
1427,09-05-2024,Customer 428,Dell Xps 13,Electronics,"$1,161",1,Mike Davis,Central
1429,TBA,Customer 429,Surface Pro,Technology,TBA,10,Daaid Lee,Central
1430,TBA,Customer 430,Playktation 5,Clothing,"$16,93",2,Kevin Anderson,East
1431,3-22-2024,Customer 431,Nike Air Max,Sports,"$1,648",1,Kevin Anderson,South
1432,01-01-2024,Customer 432,Nintendo Switch,Sports,"$1,178",2,Mike Davis,Central
1433,TBA,Customer 433,Canon Eos R5,Home,"$1,206",4,David Lee,South
1434,08-11-2024,Customer 434,Canon Eos R5,Technology,"$1,812",10,Mike Davis,North
1435,TBA,Customer 435,Canon Eos R5,Electronics,$304,3,TBA,South
1436,9-13-2024,Customer 436,Playstation 5,Sports,$753,10,TBA,West
1436,13-06-2024,Customer 437,Samsung Galaxy S24,Clothing,"$1,972",8,Sarah Johnson,North
1438,27-02-2023,Customer 438,Yoga Mat,Sports,TBA,2,Chris Wilson,Central
1439,09-01-2023,Customer 439,Samsung Galaxy S24,Home,$751,3,John Smith,South
1440,13-12-2023,Customer 440,Fitness Tracker,Clothing,$328,6,TBA,South
1441,11-01-2023,Customer 441,Nintendo Switch,Technology,TBA,4,Emily Brown,East
1442,20-10-2023,Customer 442,Surface Pro,Home,$121,TBA,Emily Brown,North
1443,04-12-2023,Customer 443,Samsung Galaxy S24,Clothing,TBA,7,David Lee,East
1444,01-07-2024,Customer 444,Blender Pro,Clothing,"$1,832",10,Amanda Taylor,West
1445,02-01-2023,Customer 445,Iphone 15,Technology,$820,5,David Lee,East
1446,9-20-2023,Customer 446,Ipad Air,Electronics,"$1,212",1,TBA,Central
1447,2-27-2023,Customer 447,Nike Air Max,Technology,TBA,4,Amanda Taylor,North
1448,27-05-2024,Customer 448,Ipad Air,Electronics,$584,10,Jessica Martanez,Central
1449,TBA,Customer 449,Canon Eos R5,Electronics,$876,1,Amanda Taylor,North
1450,10-21-2024,Customer 450,Fitness Tracker,Home,"$1,641",7,Lasa Garcia,South
1451,09-02-2024,Customer 451,Adidas Ultraboost,Clothing,TBA,4,Jessica Martinez,South
1452,25-11-2023,Customer 452,Macbook Pro,Technolosy,TBA,7,Lisa Garcia,Central
1453,TBA,Customer 453,Airpods Pro,Home,"$1,985",4,Amanda Taylor,South
1454,10-21-2023,Customer 454,Macbook Pro,Technology,$188,1,TBA,West
1455,7-13-2024,Customer 455,Levi'S Jewns,Home,"$1,428",7,TBA,East
1456,24-10-2023,Customer 456,Surface Pro,Sports,TBA,10,TBA,East
1457,6-18-2024,Customer 457,Nike Air Max,Home,TBA,10,John Smith,Central
1457,TBA,Customer 458,Adidas Ultraboost,Electronics,"$1,290",7,Jessica Martinez,North
1459,TBA,Customer 459,Sevi'S Jeans,Electronics,$135,6,John Smith,North
1460,20-12-2024,Customer 460,Levi'S Jeans,Home B,$945,7,David Lee,North
1461,12-06-2024,Customer 461,Macbook Pro,Sports,TBA,5,Emily Browg,West
1461,05-05-2024,Customer 462,Playstation 5,Home,"$19,39",3,Emily Brown,North
1463,10-11-2024,Customer 463,Coffee Maker,Clothing,$359,2,Amanda Taylor,North
1464,13-10-2023,Customer 464,Macbook Pro,Clothing,"$1,745",5,Jessica Martinez,Central
1465,05-06-2024,Customer 465,Macbook Pro,Home,TBA,5,Tbd,North
1466,12-03-2024,Customer 466,Samsung Galaxy S24,Sports,$956,3,Mike Davis,East
1467,9-28-2023,Customer 467,Adidas Ultraboost,Home,TBA,8,Emily Brown,South
1468,22-11-2023,Customer 468,Ipad Air,Clothing,TBA,7,TBA,Central
1469,04-01-2024,Customer 469,Iphone 15,Clothing,$586,5,Amanda Taylor,West
1470,31-08-2023,Customer 470,Iphone 15,Sports,$842,TBA,Jessica Martinez,Central
1471,24-09-2023,Customer 471,Nintendo Switch,Sports,TBA,6,John Smith,East
1472,17-02-2024,Customer 472,Sony Wh-1000Xm5,Clothing,$244,4,Tbd,South
1473,1-20-2023,Customer 473,Xbox Series X,Technology,TBA,8,Tbd,South
1474,19-06-2024,Customer 474,Iphone 15,Sports,"$13,96",7,Lisa Garcia,East
1475,8-13-2024,Customer 475,Xbox Series X,Electronics,TBA,10,TBA,East
1476,03-01-2023,Customer 476,Samsung Galaxy S24,Sports,$649,1,Amanda Taylor,East
1477,24-06-2024,Customer 477,Coffee Maker,Clothing,"$1,041",10,Emily Brown,South
1478,2-23-2023,Customer 478,Nike Air Max,Clothing,"$5,23,",8,TBA,East
1479,11-20-2024,Customer 479,Dell Xps 13,Sports,"$1,059",1,TBA,West
1480,19-07-2023,Customer 480,Coffee Maker,Electronics,$241,1,TBA,West
1481,18-10-2024,Customer 481,Playstation 5,Home,"$1,495",5,TBA,South
1482,28-09-2024,Customer 482,Sony Wh-1000Xm5,Technology,"$1,123",6,Chris Wilson,Central
1483,24-08-2023,Customer 483,Yoga Mat,Yome,"$1,335",8,Chris Wilson,North
1484,27-04-2023,Customer 484,Adidas Ultraboost,Home,TBA,8,Amanda Taylor,North
1485,26-10-2023,Customer 485,Yoga Mat,Clothing,TBA,3,TBA,South
1486,09-08-2024,Customer 486,Levi'S Jeans,Clothing,"$1,793",3,TBA,East
1487,20-03-2023,Customer 487,Ipad Air,Technology,"$1,503",9,Jessica Martinez,South
1488,10-25-2023,Customer 488,Iphone 15,Electronics,"$1,213",5,TBA,East
1489,TBA,Customer 489,Airpods Pro,Sports,$455,1,Chris Wilson,K
1490,25-11-2024,Customer 490,Xbox Series X,Home,TBA,2,Kevin Anderson,North
1491,09-12-2024,Customer 491,Levi'S Jeans,Sports,$319,4,Mike Davis,East
1492,01-09-2024,Customer 492,Fitness Tracker,Home,"$1,325",3,TBA,East
1493,5-20-2024,Customer 493,Airpods Pro,Sports,$127,10,Mike Davis,South
1494,TBA,Customer 494,Surface Pro,Technflogy,"$1,557",3,Emily Brown,East
1495,09-03-2023,Customer 495,Dell Xps 13,Sports,$238,8,Jessica Martinez,West
1496,5-24-2023,Customer 496,Levi'S Ceans,Technology,TBA,5,Amanda Taylor,Central
1497,11-08-2024,Customer 497,Nike Air Max,Sports,"$1,680",2,TBA,Central
1498,24-10-2023,Customer 498,Fitnesf Tracker,Clothing,"$1,026",10,TBA,South
1499,18-08-2024,Customer 499,Samsung Galaxy S24,Clothing,TBA,1,Amanda Taylor,East
1500,6-18-2023,Customer 500,Surface Pro,Electronics,$925,10,Amanda Taylor,East
1501,TBA,Customer 501,Surface Pro,Home,$92,9,TBA,Central
1502,11-08-2024,Customer 502,Canon Eos R5,Technology,TBA,7,Sarah Johnson,South
1503,20-10-2023,Customer 503,Canon Eos R5,Technology,$921,8,Lisa Garcia,South
1504,TBA,Customer 504,Nintendo Switch,Electronics,"$1,451",3,Sarah Johnson,East
1505,08-04-2024,Customer 505,Tesla Model 3,Sports,$408,5,TBA,North
1506,15-10-2023,Customer 506,Iphoneg15,Clothing,"$6,61,",9,David Lee,North
1507,26-04-2024,Customer 507,Levi'S Jeans,Sports,TBA,6,David Lee,North
1508,21-01-2023,Customer 508,Surface Pro,Sports,TBA,9,Chris Wilson,North
1509,07-04-2023,Customer 509,Airpods Pro,Technology,$971,7,Lisa Garcia,Central
1510,13-02-2023,Customer 510,Canon Eos R5,Home,"$2,008",2,TBA,East
1511,4-20-2023,Customer 511,Levi'S Jeans,Sports,$906,5,TBA,West
1512,TBA,Customer 512,Samsung Galaxy S24,Home,TBA,6,Sarah Johnson,Central
1513,19-09-2024,Customer 513,Yoga Mat,Sports,TBA,5,Emily Brown,North
1514,TBA,Customer 514,Ipad Air,Electronics,$624,8,John Smith,East
1515,07-01-2023,Customer 515,Swrface Pro,Sporks,$488,9,Chris Wilson,West
1516,10-03-2024,Customer 516,Playstation F,Home,"$1,150",6,Lisa Garcia,East
1517,4-28-2024,Customer 517,Tesla Model 3,Technology,$946,2,Emily Brown,East
1518,3-24-2023,Customer 518,Ipad Air,Clothing,TBA,1,John Smith,South
1519,02-07-2024,Customer 519,Levi'S Jeans,Electronics,TBA,9,Amanda Taylor,East
1520,10-07-2024,Customer 520,Nintendo Switch,Home,$266,2,Chris Wilson,South
1521,26-01-2024,Customer 521,Blender Pro,Electronics,$580,6,David Lee,North
1522,04-08-2024,Customer 522,Fitness Tracker,Technology,"$1,404",3,TBA,East
1523,9-21-2024,Customer 523,Sony Wh-1000Xm5,Home,$320,10,Mike Davis,North
1524,TBA,Customer 524,Fitness Tracker,Clothing,TBA,1,David Lee,Central
1525,30-12-2024,Customer 525,Xbox Series X,Sports,"$1,116",3,John Smito,Central
1526,9-30-2024,Customer 526,Samsung Galaxy S24,Electronics,TBA,4,Lisa Garcia,South
1527,TBA,Customer 527,Sony Wh-1000Xm5,Sports,$610,7,Mike Davis,North
1528,07-11-2024,Customer 528,Surface Pro,Sports,"$1,461",5,Sarjh Johnson,East
1529,22-10-2023,Customer 529,Iphone 15,Clothing,"$1,576",2,David Lse,East
1530,22-04-2023,Customer 530,Nike Air Max,Electronics,"$1,720",5,Chris Wilson,Central
1531,25-01-2023,Customer 531,Yoga Mat,Electronics,$296,2,Jessiaa Martinez,North
1532,29-04-2024,Customer 532,Ipad Air,Technology,$308,6,Tbd,Central
1533,24-10-2023,Customer 533,Blender Pro,Technology,"$1,044",9,Emily Brown,West
1534,19-11-2023,Customer 534,Surface Pro,Clothing,TBA,7,Mike Davis,North
1535,TBA,Customer 535,Dell Xps 13,Electronics,TBA,7,Chris Wilson,South
1536,TBA,Customer 536,Yoga Mat,Home,TBA,7,Kedin Anderson,West
1537,TBA,Customer 537,Airpods Pro,Electronics,$807,5,TBA,East
1538,TBA,Customer 538,Yvga Mat,Clothing,TBA,1,Mike Davis,South
1539,TBA,Customer 539,Canon Eos R5,Sports,"$9,27,",5,Tbd,Central
1540,04-08-2023,Customer 540,Adidas Ultraboost,Electronics,TBA,4,John Smith,North
1541,TBA,Customer 541,Sony Wh-1000Xm5,Electronics,"$1,286",3,Mike Davis,East
1542,02-08-2023,Customer 542,Canon Eos R5,Clothing,TBA,3,Kevin Anderson,T
1543,4-21-2023,Customer 543,Tesla Model 3,Sports,TBA,3,TBA,South
1544,04-07-2023,Customer 544,Coffee Maker,Technology,"$50,57",9,Mike Davis,West
1545,04-04-2023,Customer 545,Dell Xps 13,Home,TBA,6,Amande Taylor,West
1546,TBA,Customer 546,Nintendo Switch,Sports,"$1,062",3,TBA,South
1547,1-18-2024,Customer 547,Xbox Series X,Sports,TBA,5,Jessica Martinez,West
1548,3-23-2023,Customer 548,Yoga Mat,Electronics,$537,8,Jessica Martinez,Central
1549,10-08-2023,Customer 549,Macbook Pro,Clothing,"$1,995",10,TBA,Central
1550,10-01-2024,Customer 550,Surface Pro,Electronics,TBA,6,Lisa Garcia,South
1551,TBA,Customer 551,Fitness Tracker,Clothing,"$1,548",5,Jessica Martinez,West
1552,08-03-2024,Customer 552,Macbook Pro,Home,"$19,86",8,TBA,East
1553,6-17-2024,Customer 553,Dell Xps 13,Sports,"$19,93",3,Emily Brawn,North
1554,08-11-2024,Customer 554,Coffee Maker,Technology,$934,3,Emily Brown,East
1555,5-18-2024,Customer 555,Yoga Mat,Technology,"$1,430",6,David Lee,West
1556,10-03-2023,Customer 556,Levi'S Jeans,Home,"$1,795",2,Amanda Taylor,North
1557,10-08-2024,Customer 557,Coffee Maker,Clothing,TBA,TBA,Kevin Anderson,South
1558,TBA,Customer 558,Coffce Maker,Electronics,"$1,529",10,Jessica Martinez,West
1559,11-04-2023,Customer 559,Qairpods Pro,Sports,"$1,173",10,John Smith,East
1560,11-28-2023,Customer 560,Airpods Pro,Electronics,$554,4,Sarah Johnson,West
1561,01-12-2023,Customer 561,Nike Air Max,Technology,"$1,988",8,Kevin Anderson,North
1562,25-07-2023,Customer 562,Adidas Ultraboost,Technology,"$1,401",7,David Lee,East
1563,08-10-2023,Customer 563,Dell Xps 13,Electronics,$524,5,TBA,North
1564,07-07-2024,Customer 564,Coffee Maker,Technology,TBA,2,Jessica Martinez,South
1565,11-04-2024,Customer 565,Adidas Ultraboost,Clothing,$520,2,Sarah Johnson,East
1566,10-05-2023,Customer 566,Playstation 5,Technology,TBA,8,Mike Davis,Central
1567,02-12-2023,Customer 567,Blender Pro,Home,$580,10,TBA,West
1568,10-12-2023,Customer 568,Sony Wh-1000Xm5,Clothing,"$1,368",8,Mike Davis O,North
1569,TBA,Customer 569,Coffee Maker,Clothing,$143,7,Mike Davis,South
1570,13-12-2023,Customer 570,Coffee Maker,Technology,TBA,1,Sarah Johnbon,West
1571,23-12-2024,Customer 571,Canon Eosir5,Technology,"$1,679",9,Kevin Anderson,South
1572,TBA,Customer 572,J Surface Pro,Technology,$278,10,John Smith,East
1573,03-07-2023,Customer 573,Iphone 15,Eeectronics,"$1,566",1,Chris Wilson,Central
1574,16-07-2024,Customer 574,Coffee Maker,Home,$314,5,Amanda Taylor,West
1575,12-10-2023,Customer 575,Canon Eos R5,Clothing,TBA,1,Mike Davis,Central
1576,06-01-2023,Customer 576,Blender Pro,Electronics,TBA,7,David Lee,East
1577,TBA,Customer 577,Surface Pro,Electronics,$565,7,Chris Wilson,Central
1578,12-17-2023,Customer 578,Dell Xps 13,Technology,TBA,3,Emily Brown,South
1579,8-18-2024,Customer 579,Adidas Ultraboost,Technology,"$1,144",5,Jessica Martinez,Central
1580,16-10-2023,Customer 580,Coffee Maker,Sports,"$1,32,",10,Chris Wilson,East
1581,16-03-2023,Customer 581,Canon Eos R5,Clothing,$970,4,Jessica Martinez,North
1582,07-08-2023,Customer 582,Adidas Ultraboost,Clothing,"$1,126",3,TBA,Central
1583,1-28-2024,Customer 583,Airpods Pro,Electronics,TBA,10,Kevin Anderson,West
1584,3-14-2023,Customer 584,Blender Pro,Electronics,$244,9,Jessica Martinez,South
1585,TBA,Customer 585,Nintendo Switch,Clothing,$61,3,TBA,Central
1586,09-04-2023,Customer 586,Yoga Mat,Hvme,"$1,893",7,Mike Davis,West
1587,20-12-2024,Customer 587,Nintendo Switch,Home,"$1,321",9,TBA,South
1588,TBA,Customer 588,Surface Pro,Electronics,TBA,4,Jessica Martinez,West
1589,3-26-2024,Customer 589,Xbox Series X,Electronics,TBA,6,Amanda Taylor,West
1590,06-11-2024,Customer 590,Airpods Pro,J Home,"$1,190",8,Lisa Garcia,Central
1591,12-02-2024,Customer 591,Nintendo Switch,Clothing,$92,4,John Smith,Central
1592,09-02-2024,Customer 592,Levi'S Jeans,Home,TBA,5,John Smith,North
1592,TBA,Customer 593,Surface Pro,Home,TBA,7,Emioy Brown,West
1594,29-11-2023,Customer 594,Yoga Mat,Electronics,$491,10,Jessica Martinez,South
1595,14-01-2024,Customer 595,Canon Eos R5,Electronics,"$1,943",6,David Lee,Central
1596,10-26-2024,Customer 596,Macbook Pro,Electronics,$277,6,TBA,South
1597,TBA,Customer 597,Tesla Model 3,Sports,"$1,386",9,TBA,South
1598,12-09-2024,Customer 598,Levi'S Jeans,Technology,"$1,751",6,TBA,South
1599,05-06-2024,Customer 599,Nike Air Max,Sports,TBA,2,Amanda Taylor,Central
1599,TBA,Customer 600,Dell Xps 13,Technology,$654,2,John Smith,West
1601,4-29-2024,Customer 601,Nike Air Max,Electronics,"$1,49,",9,TBA,Central
1602,4-16-2024,Customer 602,Canon Eos R5,Electronics,"$1,199",5,Tbd,East
1603,6-18-2024,Customer 603,Iphone 15,Electronics,"$1,794",8,Jessica Martinez,East
1604,TBA,Customer 604,Adidas Ultraboost,Sports,TBA,7,TBA,Central
1605,25-01-2024,Customer 605,Adidas Ultraboost,Home,"$1,921",8,Kevin Anderson,North
1606,20-12-2023,Customer 606,Yoga Mat,Electmonics,TBA,10,Lisa Garcia,West
1607,9-26-2024,Customer 607,Nintendo Switch,Sports,$486,6,TBA,North
1608,02-09-2023,Customer 608,Surface Pro,Home,$253,5,Mcke Davis,South
1609,4-23-2024,Customer 609,Fitness Tracker,Electronics,"$1,275",2,Kevin Anderson,Central
1610,4-27-2024,Customer 610,Playstation 5,Technology,TBA,10,Tbd,East
1611,29-11-2024,Customer 611,Ipad Air,Sports,TBA,5,TBA,Central
1611,08-01-2024,Customer 612,Fitness Tracker,Home,$553,7,Tbd,South
1613,06-03-2023,Customer 613,Blender Pro,Sports,$651,2,Jessica Martinez,West
1614,07-01-2024,Customer 614,Canon Eos R5,Electronics,TBA,9,TBA,East
1615,10-11-2023,Customer 615,Coffee Maker,Clothing,$378,9,Lisa Garcia,East
1616,29-06-2024,Customer 616,Fitness Tracker,Sports,"$1,593",9,Mike Davis,South
1617,24-01-2023,Customer 617,Blender Pro,Clothing,$570,10,TBA,North
1618,20-01-2023,Customer 618,Nike Air Max,Clothing,"$1,663",4,Jessica Martinez,East
1619,02-05-2024,Customer 619,Surface Pro,Sports,TBA,6,TBA,North
1620,29-09-2023,Customer 620,Nike Air Max,Elecgronics,$531,2,John Smitb,South
1621,TBA,Customer 621,Adidas Ultraboost,Electronics,"$1,440",8,TBA,North
1622,26-06-2023,Customer 622,Canon Eos R5,Clothing,TBA,8,Kevin Anderson,Central
1623,11-08-2024,Customer 623,Tesla Model 3,Sports,TBA,10,TBA,East
1624,7-21-2024,Customer 624,Dell Xps 13,Technology,$641,9,John Smith,South
1625,15-07-2023,Customer 625,Ipad Air,Electronics,$139,2,Lisa Garaia,East
1626,9-27-2023,Customer 626,Levi'S Jeans,Electronics,TBA,6,Jessica Martinez,West
1627,02-08-2024,Customer 627,Playstation 5,Clothing,"$1,916",8,David Lee,East
1628,02-07-2023,Customer 628,Adidas Ultraboost,Clowhing,$821,10,Lisa Garcia,Central
1629,12-05-2023,Customer 629,Blender Pro,Sports,TBA,8,Emily Qrown,North
1630,04-06-2024,Customer 630,Levi'S Jeans,Clothing,TBA,1,Sarah Johnson,West
1631,24-04-2023,Customer 631,Sony Wh-1000Xm5,Home,$655,9,TBA,Central
1632,23-03-2024,Customer 632,Fitness Tracker,Home,TBA,1,Lisa Garcia,South
1633,8-21-2024,Customer 633,Playstation 5,Home,TBA,4,John Smith,East
